"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.ADJ.DCO2.GN.ZS","Adjusted savings: carbon dioxide damage (% of GNI)","Cost of damage due to carbon dioxide emissions from fossil fuel use and the manufacture of cement, estimated to be US$40 per ton of CO2 (the unit damage in 2017 US dollars for CO2 emitted in 2020) times the number of tons of CO2 emitted.","World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.",
