"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0648987459032","12.8183455043845","13.7294699726899","5.88918683864829","3.06021789057949","3.55859446027795","2.50147203743086","3.18405396912185","3.04236505588881","2.90488928406346","3.35336873983628","3.20175842114822","2.55730477835051","2.53609314904611","2.22699282474895","2.03207558442023","1.64678322771672","1.38005682875644","1.23615941244643","1.38291022404913","1.27621271967291","1.40306264921847","1.60944519581244","1.50617951643364","1.52093530561579","1.69086839286556","1.68722361918755","1.68381423562639","1.76730643047416","1.82336418768696","1.90503243130788","1.95075286450293","","",
"American Samoa","ASM","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","2.15215882359633","2.58526621385494","3.60690551501534","2.19927904580318","2.47651099332115","2.2989266033088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.614446438233389","0.626916425751294","0.82723602455431","0.684352286471212","0.650402232063102","0.749883991626293","0.733623563127284","0.729163127895618","0.775036181236358","0.788663009732136","0.783439292527936","0.875654595526222","1.01684865155495","1.05359935251996","1.00897868052962","0.972468113588192","0.971309421451897","0.940129430896502","0.984129049341893","3.26012639788451","1.24920545484245","1.46088697496839","1.8743966828957","1.32946180111641","1.35931501114598","1.36039707373092","1.3405005619141","1.34668649866169","1.30767330178194","1.34083686350351","1.24995514565732","1.24782416770461","","",
"Australia","AUS","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06277418497479","1.08387778407405","1.14879987044521","1.26015533374911","1.29955091546628","1.24796031477155","1.23682356434084","1.21066682439397","1.45340839041635","1.57027733558107","1.56012530814648","1.81912199340186","1.85041610809792","1.63062825499929","1.35222310214753","1.28599605561151","1.28100106685679","1.21688003190737","1.03088788785848","1.21828650600076","1.00311205503699","0.858579971674956","0.801615649453169","0.799691682584541","0.875507599839358","0.992850232407107","1.17350167904529","1.12833137657324","1.09605661782509","1.17128862921411","1.22651036897702","1.10329595304358","","",
"Austria","AUT","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.422254390126692","0.460403606206849","0.394972332114716","0.424537862296411","0.418657853434691","0.389514402268524","0.435662887975826","0.501985435073955","0.510339339660853","0.523439193866862","0.602960514547655","0.676522029513204","0.655873061141852","0.598063553382969","0.555514473690897","0.562361983429614","0.5391274670563","0.471886115986051","0.43571870188328","0.443024369869997","0.505448396586171","0.470143738047691","0.493630014642571","0.492729210437232","0.471439612378293","0.581431471832498","0.577767642266926","0.596177045272606","0.548372051254847","0.595751007127447","0.570601334873526","0.567822672145411","","",
"Azerbaijan","AZE","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.7783002664871","41.1010382353942","20.5665070829809","13.6650084541629","11.0944152650147","10.1644608974145","9.7239196859587","9.92556954523854","9.20982861613113","8.73239334371344","8.54580250222761","7.64789960953649","5.95587903758373","4.04812910063219","2.52146972686283","1.86440561904539","1.71675031163238","1.39670650946774","1.32441334646398","1.42307704025688","1.41913255522439","1.48527128670538","2.15023383383345","3.25295492789551","3.04128255349939","2.85890618593962","3.12630695901424","3.44337872458813","3.13593230027858","","",
"Burundi","BDI","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.184386872902405","0.243742343989687","0.225483001034458","0.286835828341626","0.304524173218888","0.309450578124255","0.390893912626243","0.362015265489356","0.425334516479592","0.512408577580941","0.545444725359815","0.448984469748379","0.521378901338903","0.438477466238686","0.372694680532937","0.317461427108944","0.349079275877148","0.343297207092607","0.300510012204135","0.281735025669247","0.424163251238624","0.484067376736079","0.494057997298342","0.51385608801055","0.474179385748133","0.44805138510047","0.598967733496204","0.73075080677499","1.01409332593195","1.1362838331878","1.23318567999132","1.38009561712676","","",
"Belgium","BEL","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.643058337205655","0.688630943390625","0.636644217586979","0.675820955797769","0.670655079081249","0.595021289183446","0.665507274444008","0.745946746737353","0.77195737254945","0.77590523483354","0.896156670333015","0.952258187380385","0.849892763820515","0.748709714917751","0.671995800826545","0.658965115501319","0.643397560481703","0.564122670989061","0.541555160545305","0.559204632448288","0.623937705455658","0.549031035235705","0.583069069412876","0.583996286011436","0.55524112709379","0.705499599794752","0.703991276528088","0.683778612411988","0.66948185740955","0.701062091308238","0.684119807553361","0.670136920717477","","",
"Benin","BEN","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.208159283114741","0.176851170710683","0.229429243308351","0.181963608304531","0.262340530270841","0.215780731800434","0.666917811460183","0.91712014449771","0.848349428358104","0.649004622709295","0.751419353779626","0.924734174405854","1.05454345640027","0.965367561264253","0.950162913595679","1.03012610115615","1.21500719443563","1.26855087060004","1.10355469134142","1.25773289636536","1.45576545984243","1.29897550469732","1.24564973139023","1.21523725105467","1.32154090780121","1.69621373802664","2.06551909418634","2.04638862066076","2.06087447858488","2.08928910434415","2.09710540527969","2.1432897948425","","",
"Burkina Faso","BFA","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.195827017039803","0.20899155461081","0.208265476183076","0.233637225584857","0.42038690047369","0.367746109071109","0.386662477720545","0.467136417415445","0.464313467945031","0.465551112443987","0.588538095579643","0.592287817155188","0.539195256059863","0.466342704555731","0.432574332409498","0.405474685146996","0.465772419299207","0.477585856019003","0.48460563339128","0.51191674521544","0.667284160064902","0.632968840980488","0.746077300922561","0.773493759558229","0.802796593798095","1.13927212041002","1.08363802134521","1.17674769183846","1.18901423350775","1.33034267370063","1.33255021592763","1.39785553677908","","",
"Bangladesh","BGD","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.433066017450381","0.438743151193781","0.487520549461066","0.517349227906362","0.569356829103324","0.647117979525592","0.562204114433609","0.633033714954303","0.640940192084962","0.675554948216913","0.729303315949911","0.89935345230907","0.971374557088181","0.961264471231261","0.991625705806418","1.04940967587041","1.16040778333302","1.15482508572706","1.1307932248953","1.1174069810267","1.159943217016","1.16930049641463","1.24566615525691","1.2088048260749","1.16546520263595","1.20834573171016","0.961994681427209","0.976868050997377","0.978205828901912","1.01204023475193","1.01802998411856","1.0333599415669","","",
"Bulgaria","BGR","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69562397582995","7.66399393136139","7.28431216503366","7.3728460780669","8.2762935612754","4.52232279986311","7.39801129903898","8.00529580672124","5.85992313823759","5.85246257628479","6.23679394467006","6.30895878298682","5.24687814174137","4.68685200041922","3.94088183007327","3.72769036009633","3.58032965032185","3.29118988480522","2.59024761472887","2.3533174325751","2.57636306320415","2.65004325202353","2.61068941947016","2.34878163860042","2.50193695489307","3.14924754666939","2.85703276336983","2.83730970120263","2.49541790615159","2.38330630955627","2.26062860993763","2.07859621586823","","",
"Bahrain","BHR","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92368841177535","2.75771691502994","3.43633262584475","3.6606837297486","3.67673369956294","3.57456641576817","3.70648164792732","3.90537599689388","4.40360210746007","4.31852231667128","3.33464427691405","3.67523830652357","3.82674105347976","3.56243580553308","3.14566442008125","3.09441458906912","3.04384702528798","2.76382825494833","2.68082607350945","3.3240445605899","3.17981464139515","3.10302008122376","2.83832864214614","2.97536747907973","3.2106657951106","3.62736583265157","3.57469819653692","3.41048117794129","3.37875769939938","3.7269427819984","4.09862271176951","","","",
"Bahamas, The","BHS","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.793481692557014","0.891181830411692","1.13757496293717","0.988865876500349","0.971116474235563","0.866314724022532","0.745233250722282","0.50098883908052","0.608844160082145","0.544951117525924","0.521559789489577","0.530651044325263","0.55614188774978","0.573670070770908","0.556884089926823","0.508505169929909","0.517626496541853","0.525640221016976","0.56510239634333","1.73350961877162","0.602814991952794","0.779494051701058","1.05519684332976","0.887600114822287","0.790187249853027","0.670616278602895","0.642926705998385","0.676800625793637","0.914917899055801","0.919895879203048","0.977042970690804","1.03903854704978","","",
"Bosnia and Herzegovina","BIH","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.24220227484421","3.17115127457687","2.6011044465376","4.08155582131644","3.73956383184291","3.4494037307077","4.25051357992988","4.25124875366294","4.09856724944081","3.50956072454647","3.09449744662645","3.22994741005033","3.31324957500048","2.99415318395331","2.81119863073218","3.10867673201775","3.41174908465196","3.76768951037989","3.92994153421908","3.83434712189494","3.50741900932332","4.17987761890293","4.73695578465873","4.73338839332455","4.41264784583044","4.26028030001763","4.24947173524422","4.11312595244778","","",
"Belarus","BLR","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58752843987835","6.84725762581819","6.91850852107684","6.57500645763371","6.36479430261665","6.30894431570999","6.31939596839379","6.943753646421","6.44285875682687","8.02819483048717","7.74704532892046","8.17789890350466","7.17324671744761","6.20278213125305","5.34633360318247","4.36525094191691","3.93556859261236","3.30910072685555","2.70858823875374","3.18575449847899","3.14380807542919","2.85950494043189","2.90017289996995","2.66096742659149","2.62056762145828","3.52603147270319","4.35465871968589","3.97891433347243","3.98985826757181","3.76037952551413","4.0627724042275","3.92896523207296","","",
"Belize","BLZ","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.738605036369565","0.934189112774843","0.987100517277501","0.89976804494735","0.883470340608106","0.883506897487428","0.694492169637307","0.901643180780363","0.873576611782424","0.778503617313787","0.785694477927435","0.93851188400979","0.899121950735512","0.886749991986962","0.762712796083724","0.811769637864024","0.859173053819065","0.888015720864959","0.858081252480654","2.53617546120373","1.00023802619202","1.16036810264266","1.16765386137072","0.778394904083221","0.808017347168947","1.11796492457223","1.08718983852583","1.10824411653356","1.1433750813367","1.15836349452313","1.14678762008522","1.1707948243842","","",
"Bermuda","BMU","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.391439530182483","0.355470508673977","0.410806231885544","0.409336100831485","0.543993408414112","0.45308321726233","0.550282472921122","0.405048578401979","0.474435994555055","0.483471178137977","0.438718869937211","0.486921122070309","","",
"Bolivia","BOL","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7309954564563","2.73212533618539","2.7425535015475","2.58691263007753","2.40410481060608","2.01523053553119","1.83556445983393","1.95352849832783","1.78064658549788","1.8038759531324","1.86470538721084","1.96995756097628","2.17208925044263","2.45223976430823","2.49587799743502","2.54914156544367","2.49128438571136","2.46303200205527","2.18022002160229","2.31993524172204","2.31085197525213","2.15625862027964","2.12624466725687","2.1069380692186","2.19571580095998","2.26486823635687","2.37217243716244","2.33863282003232","2.31512619279088","2.27412403851901","2.37589013874445","2.47524331603112","","",
"Brazil","BRA","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.630509259072408","0.785846093819529","0.864794974152682","0.840003077919361","0.64496312366764","0.48623102437367","0.497806906969718","0.536214912556616","0.588110299424956","0.919253612741092","0.914620205278959","1.14397379708264","1.29976029670912","1.20829661207735","1.1158928434957","0.891277567867903","0.762153825457814","0.663997705771771","0.606161791975952","0.592964984584915","0.531249746359845","0.489511339380015","0.587138933227261","0.645381746586543","0.714730472224302","0.954397922356233","0.913478820468819","0.843511847022153","0.912362329794403","0.971501340924402","1.24675571255478","1.26503805892481","","",
"Barbados","BRB","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.603804239776492","0.633591471585988","0.819578499588744","0.692901967138667","0.716225106899414","0.757804372931202","0.735597911315147","0.787875465747068","0.790790053643022","0.805158848461762","0.776439960190644","0.863287772069512","0.924144665129516","0.942848540062052","0.901684765550178","0.906518552708861","0.91011139858042","0.84960297943783","1.05246661162206","2.98420272946326","1.00263668449844","1.20475781588282","1.48429612609228","1.03841633193154","0.950495280584374","0.978810675772379","1.00460046329735","0.927987239550067","1.00220347274488","1.00791226571462","0.945249364376669","0.9295426400873","","",
"Brunei Darussalam","BRN","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12207903206128","1.16961564198197","1.14953686314197","1.34219426135272","1.52981082117137","1.48543624849198","1.50286433157108","1.66601612591556","1.91004061512206","1.70949920125814","1.45989946709529","1.63193612630637","1.59336837111449","1.76887633431067","1.42928935764689","1.21806375445769","1.60773835318601","1.49371877198547","1.46935498252958","2.01539449783458","1.50589841618519","1.21286763995584","1.22002271014384","1.30253806752624","1.39548516042001","1.63865875885401","2.04563919116333","2.12297287144859","2.16396946562203","2.06098379941825","2.4205545218468","2.23863108759235","","",
"Bhutan","BTN","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.360328423968186","0.761342513952561","0.758626309043602","0.902788299269857","0.858596690625668","0.96591827130146","1.18674848117263","0.980445235543852","1.11472234724034","1.08346517217473","0.919393780257496","0.967801843485124","0.943174705580815","0.925604285364748","0.959887687455241","0.947987014361649","0.900539814997143","0.715861672252076","0.674433787238345","0.74677065163956","0.782960010137834","1.05812805507337","1.21310321951548","1.32644967626912","1.33003343644799","1.43888356892371","1.69232283797523","1.62207396284821","1.84749130452168","1.85671456138242","1.91023322279393","2.03122159074138","","",
"Botswana","BWA","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.924094962562049","0.872995427436994","1.03798192583932","1.02322606286343","1.11779055145824","1.03797557827378","1.01157485900605","1.04252456789327","1.28305664112699","1.31212051401488","1.3760315482808","1.40317178541633","1.7131685245009","1.21206794393535","1.09513872380583","1.09616449516522","1.07113872831031","1.09063069819307","1.15549925294424","1.15381276654271","0.79283979567864","0.770732545479091","0.747982977437237","1.22939775875189","1.55014413346961","1.84132478811938","1.72630761837591","1.86299321355017","1.86819505875173","1.86883433275873","2.01610346984086","2.23891251018633","","",
"Central African Republic","CAF","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.128158632890691","0.131738241614204","0.143895100538843","0.178048406083842","0.282159410598045","0.22349770074273","0.274237986478576","0.305263308314425","0.415071885056335","0.429748283879925","0.492960344743198","0.524612116511325","0.51048245780041","0.424122145131088","0.403200272148311","0.385530980932753","0.388896788021722","0.365920800966519","0.231543830667623","0.227742081437088","0.225732876134312","0.231538491301458","0.246455831307674","0.227282207700714","0.228631984230156","0.384816335981091","0.408134018316976","0.37796164090914","0.377548112107378","0.410177882936122","0.445932970036701","0.470567021553605","","",
"Canada","CAN","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.884610357664561","0.893922865396259","0.99665417275182","1.0579709959175","1.14379300298543","1.17066470930425","1.20543685436546","1.24379914818469","1.35458374778451","1.33834265677935","1.31608660792773","1.3690027862473","1.42527657189733","1.30991959889577","1.17809339874989","1.11160627596614","1.02101794479785","1.01722808247332","0.965470314423528","1.0657298589171","0.968020508539822","0.931222764948246","0.944962644665115","0.98774863036521","1.06453263983795","1.2675694152853","1.32486989068137","1.3054113337241","1.3400498266271","1.37589022227728","1.40957149716294","1.281305454788","","",
"Central Europe and the Baltics","CEB","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.51885669120746","4.73502166637356","4.26025896020439","3.15860977938536","3.19363529849725","3.27824238432132","2.9109888689263","2.95139633135696","3.11704892022866","3.02929914636035","2.73992631171921","2.50127195145926","2.20532131457329","1.98486202826986","1.90782067911634","1.61668053039142","1.34327922584496","1.50876688054318","1.58950181066208","1.50848343864222","1.61400353528236","1.54127400080915","1.50540150852461","1.79476545103519","1.85241197422581","1.80104490410866","1.65731202101729","1.61638221161023","1.55912614786567","1.49763184729277","","",
"Switzerland","CHE","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.184015310136575","0.200838438636731","0.23026581860017","0.238428736548761","0.251467989765689","0.272698458084635","0.294251249636765","0.276451768271194","0.244214209411174","0.232585961154976","0.23490102697473","0.234717825780148","0.226280566433129","0.226382666374645","0.212583432842804","0.203005257985034","0.168650461130408","0.187106617014843","0.193659964192507","0.182114127637956","0.19123309627254","0.205668042780661","0.208369643177971","0.207953032167109","0.216073361668277","0.204745781788113","0.199764076238862","","",
"Channel Islands","CHI","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17950775695576","1.04616399311332","0.922184774076703","0.952256805821521","0.958381727446029","0.843124858089141","0.939528456942218","1.02164436674671","1.11074130456167","1.31544867206331","1.23934876486247","1.35880879919517","1.46454708899577","1.45234937938678","1.32142039816069","1.15591934350166","1.02001278667134","1.06850398878767","1.10235474420003","1.13204855342917","0.981713191313384","0.994554043156872","0.964665873503891","1.01285571999807","1.03988805719728","1.20880901135099","1.28154385542301","1.22652207284445","1.19778774069317","1.38949929909516","1.52742820057379","1.44070097814015","","",
"China","CHN","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.27867512194113","7.67643571510596","7.58405305503037","8.3581014442769","7.1950479503619","6.53263736821032","5.74106403964839","5.45851300275916","5.47238202748363","5.18566400837056","5.19077113084093","5.18763194636287","5.2750052607434","5.62346035757858","5.79761646040143","5.97029949508452","5.74706109086362","5.06120572590087","4.17967407498105","4.18562882614847","3.99595185817118","3.70109501132644","3.48275381695519","3.40007798793518","3.21224818860961","3.11477302205045","3.17255178075131","3.0726758994738","2.97454025480266","3.0662293909793","3.01642949110669","2.74580037586664","","",
"Cote d'Ivoire","CIV","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.356587292294244","0.391796844891859","0.378360257002243","0.428814511505667","0.600164709275374","0.514525007777748","0.574386946668671","0.747844439451525","0.710638798543598","1.03247593930754","1.23689955335447","1.26960625232108","1.26955994685454","0.855202680677346","0.815988237232681","0.832181325698287","0.817150356060144","0.745165249884583","0.741371094911738","0.710565357135678","0.75627163750659","0.747380392584325","0.963499244061949","0.940692587721341","0.64624940032814","0.761306137043243","0.734504575336735","0.789428546750368","0.715351091145126","0.775131249813015","0.777504978718446","0.772367089249312","","",
