timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-11-29T15:28:31,codecarbon,733cfb98-9a45-48f0-8656-978d86d33997,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.008378099999390543,1.523008113511721e-08,1.8178442768915518e-06,22.5,0.0,2.9704241752624516,3.791437484323978e-08,0.0,3.344532609766832e-09,4.125890745300661e-08,United States,USA,virginia,,,Windows-11-10.0.22000-SP0,3.12.4,2.8.0,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,1,1 x GeForce GTX 1650,-77.0593,38.8423,7.921131134033203,machine,N,1.0
